primary_type,description,arrest,domestic,beat,district,ward,community_area,year,latitude,longitude,hour,day_of_week,month,season,is_weekend,is_holiday,time_of_day,Is_STR,Is_OTH_STR,loc_desc_cat,pct_housing_crowded,pct_households_below_poverty,pct_age16_unemployed,pct_age25_nohighschool,pct_not_working_age,per_capita_income,hardship_index,population,pop_density,distance_to_police_station,distance_to_park,distance_to_school,distance_to_vacant_building,distance_to_library,crime_category
THEFT,$500 AND UNDER,False,False,815,8.0,23.0,62.0,2019,41.794315309,-87.728093386,14,3,11,4,0,0,Noon,False,True,Residential_Areas,11.1,15.6,16.7,37.0,37.7,15754,69.0,18394.0,15721.37,0.0245912065711732,0.0040308191672066,0.0045769772661345,0.003611153837845,0.0069811256852528,non-violent_crime
MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,False,False,1623,16.0,45.0,11.0,2023,41.96974914,-87.756250593,22,4,1,1,0,0,Night,True,False,Outdoor_And_Public_Spaces,2.7,8.6,12.4,13.4,35.5,27751,25.0,26216.0,11251.5,0.0108100422140276,0.0036257301240048,0.0029237057899011,0.0160410787627942,0.0059546272213409,non-violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,221,2.0,4.0,38.0,2019,41.816358925,-87.606702419,15,3,6,3,0,0,Noon,False,True,Outdoor_And_Public_Spaces,3.3,29.3,24.3,15.9,39.5,23472,57.0,24589.0,14131.61,0.0220083814310742,0.0034597204587796,0.0025697793315378,0.0068641439208197,0.0182914448219259,violent_crime
THEFT,OVER $500,False,False,1723,17.0,33.0,14.0,2021,41.967294868,-87.716997643,5,6,7,3,1,0,Early Morning,False,True,Outdoor_And_Public_Spaces,11.3,19.2,10.0,32.9,32.0,21323,53.0,48396.0,25206.25,0.011186019699674,0.0040457066126058,0.003263180626877,0.0025937309042991,0.0089486677000172,non-violent_crime
MOTOR VEHICLE THEFT,AUTOMOBILE,False,False,233,2.0,5.0,41.0,2023,41.799090923,-87.596632321,17,5,8,3,1,0,Evening,False,True,Outdoor_And_Public_Spaces,1.5,18.4,8.4,4.3,26.2,39056,14.0,29456.0,18295.65,0.03390827047818,0.0006863966142428,0.0033765623970452,0.0214390618029545,0.0097809595914689,non-violent_crime
CRIMINAL DAMAGE,TO PROPERTY,False,False,422,4.0,7.0,46.0,2019,41.751113941,-87.565008576,14,0,11,4,0,0,Noon,False,True,Residential_Areas,4.7,29.8,19.7,26.6,41.1,16579,75.0,27300.0,8173.65,0.0433096739193419,0.0044396782487057,0.0084811148198474,0.0022608955599641,0.0114833739089123,non-violent_crime
THEFT,$500 AND UNDER,False,False,811,8.0,13.0,56.0,2023,41.791487025,-87.801508377,18,4,9,4,0,0,Evening,False,True,Outdoor_And_Public_Spaces,2.6,8.8,11.3,19.3,38.1,26353,32.0,35439.0,8378.01,0.0934840083477032,0.0073937584481631,0.010609743975075,0.0248924141958001,0.0214214884805437,non-violent_crime
PROSTITUTION,SOLICIT ON PUBLIC WAY,True,False,1113,11.0,28.0,25.0,2020,41.878022742,-87.740523304,21,3,2,1,0,0,Night,False,True,Outdoor_And_Public_Spaces,6.3,28.6,22.6,24.4,37.9,15957,73.0,96557.0,13504.48,0.0277531974967,0.0013591996305598,0.0047264989444711,0.0016231634763518,0.0151049171660366,non-violent_crime
WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,False,False,2534,25.0,26.0,20.0,2023,41.915692037,-87.73505676,2,3,11,4,0,0,Early Morning,False,True,Outdoor_And_Public_Spaces,6.9,20.5,13.1,41.6,36.4,15089,71.0,24062.0,20565.81,0.0306567980294993,0.0030779622889987,0.0039958456959545,0.007432898703648,0.0059359173157201,violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,712,7.0,16.0,68.0,2020,41.789803475,-87.647474288,11,2,2,1,0,0,Morning,True,False,Residential_Areas,3.8,46.6,28.0,28.5,42.5,11888,94.0,24369.0,7937.79,0.0168335867048072,0.0029456388100091,0.0045786428009959,0.0010780331093969,0.0090399636664957,violent_crime
ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,True,True,813,8.0,13.0,65.0,2022,41.779735395,-87.735002277,1,5,4,2,1,0,Early Morning,False,True,Residential_Areas,5.8,14.9,9.6,33.6,39.6,16907,56.0,33662.0,11410.85,0.0261491633721419,0.0025822668528529,0.0075096823105681,0.0038182292517509,0.0113020262147135,violent_crime
ASSAULT,SIMPLE,False,True,614,6.0,17.0,71.0,2024,41.745979558,-87.660898359,9,0,7,3,0,0,Morning,True,False,Residential_Areas,4.0,27.6,28.3,18.5,41.9,15528,74.0,44878.0,11903.98,0.0177702743814288,0.0031039672387792,0.0013015674589583,0.0025403481510634,0.0132608854716487,violent_crime
STALKING,SIMPLE,False,True,1032,10.0,22.0,30.0,2023,41.836886961,-87.71209287,11,1,11,4,0,0,Morning,True,False,Outdoor_And_Public_Spaces,15.2,30.7,15.8,54.8,33.8,10402,96.0,71399.0,15555.34,0.0201423581374705,0.0041039735464873,0.0054620320519888,0.0049460138644324,0.0135813469746253,violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,True,True,1034,10.0,25.0,31.0,2020,41.85121009,-87.679606711,1,1,2,1,0,0,Early Morning,False,True,Residential_Areas,9.6,25.8,15.8,40.7,32.6,16444,76.0,33751.0,11519.11,0.0255099643894167,0.0031409858562349,0.0033268600819562,0.0081852301925103,0.0195189423916461,violent_crime
CRIMINAL DAMAGE,TO STATE SUP PROP,False,False,123,1.0,4.0,32.0,2019,41.867428687,-87.626342565,2,6,12,1,1,0,Early Morning,False,True,Transportation_And_Vehicles,1.5,14.7,5.7,3.1,13.5,65526,3.0,42298.0,25635.15,0.009112644400469,0.0028663845644867,0.0023785628736722,0.0120637413661851,0.0095452966246534,non-violent_crime
ROBBERY,ATTEMPT: ARMED-KNIFE/CUT INSTR,False,False,323,3.0,6.0,69.0,2018,41.763999613,-87.608697368,21,3,11,4,0,0,Night,True,False,Outdoor_And_Public_Spaces,3.6,29.6,23.0,16.5,41.0,17285,66.0,31471.0,8865.07,0.0038223952297993,0.0049840325278076,0.0037533392043334,0.0013772692789748,0.0083409173044904,violent_crime
OTHER OFFENSE,HARASSMENT BY TELEPHONE,False,False,922,9.0,15.0,58.0,2019,41.810936623,-87.697957231,14,0,2,1,0,0,Noon,True,False,Residential_Areas,14.4,23.6,13.9,45.1,39.3,13089,84.0,45053.0,16563.6,0.0337597386340076,0.0081795853183568,0.0025141572452149,0.0001521514685123,0.0063760512930079,non-violent_crime
BATTERY,SIMPLE,True,False,321,3.0,20.0,42.0,2021,41.77268594,-87.605758495,11,3,6,3,0,0,Morning,False,True,Unknown,2.9,30.7,23.4,16.5,36.1,18672,58.0,24425.0,11799.52,0.0062550590409464,0.0070395806699023,0.0045032596559997,0.0014044471369549,0.0077181761767189,violent_crime
BURGLARY,UNLAWFUL ENTRY,False,False,522,5.0,34.0,53.0,2022,41.679015448,-87.631095535,0,4,9,4,0,0,Early Morning,False,True,Residential_Areas,3.3,25.9,19.4,20.5,42.1,16563,62.0,26104.0,7332.58,0.0299151656557699,0.004430651987463,0.0051780112004995,0.0003478797030175,0.0121236120797691,non-violent_crime
BATTERY,SIMPLE,False,False,111,1.0,42.0,32.0,2020,41.886832476,-87.627557257,23,4,10,4,0,0,Night,True,False,Outdoor_And_Public_Spaces,1.5,14.7,5.7,3.1,13.5,65526,3.0,42298.0,25635.15,0.0227758494977855,0.0084441904898097,0.0124150704135094,0.0074019180530598,0.009972827360653,violent_crime
THEFT,OVER $500,False,False,815,8.0,14.0,57.0,2022,41.803572342,-87.730808415,18,0,9,4,0,0,Evening,False,True,Outdoor_And_Public_Spaces,8.5,14.1,16.5,35.9,39.2,16134,67.0,14196.0,7062.69,0.032954437464124,0.0032114555424935,0.0053573316669438,0.0035718559193387,0.0049772465524955,non-violent_crime
THEFT,$500 AND UNDER,False,False,421,4.0,7.0,43.0,2019,41.756412542,-87.560004933,7,4,5,2,0,0,Morning,False,True,Residential_Areas,2.8,31.1,20.0,14.0,35.7,19398,55.0,53971.0,18420.14,0.0468271573680888,0.0060266461187449,0.0034849779493317,0.0009823155200068,0.0072495230013359,non-violent_crime
THEFT,$500 AND UNDER,False,True,814,8.0,23.0,56.0,2019,41.794182944,-87.756232962,18,0,3,2,0,0,Evening,False,True,Residential_Areas,2.6,8.8,11.3,19.3,38.1,26353,32.0,35439.0,8378.01,0.0497468245563874,0.0103661789640356,0.005583335355389,0.0160145990383167,0.0239351932302064,non-violent_crime
CRIMINAL DAMAGE,TO VEHICLE,False,False,513,5.0,9.0,50.0,2019,41.695982095,-87.596653142,14,5,8,3,1,0,Noon,False,True,Unknown,1.5,21.6,22.8,13.1,38.6,20588,51.0,6820.0,3216.98,0.0085020403928839,0.010929198384483,0.0118382325890749,0.0120522456892788,0.0189210367565315,non-violent_crime
THEFT,OVER $500,False,False,735,7.0,17.0,67.0,2024,41.760451759,-87.664914689,22,3,6,3,0,0,Night,False,True,Transportation_And_Vehicles,4.8,34.4,35.9,26.3,40.7,11317,89.0,29647.0,9411.75,0.0195981151333851,0.0027861475409772,0.0081581509440675,0.0012111978476597,0.0112866344529373,non-violent_crime
CRIMINAL DAMAGE,TO PROPERTY,False,True,1132,11.0,24.0,26.0,2019,41.869828768,-87.723816556,10,6,5,2,1,0,Morning,True,False,Residential_Areas,9.4,41.7,25.8,24.5,43.6,10934,92.0,17433.0,13619.53,0.0187088248439569,0.0013066971921791,0.0036655295572528,0.0014791579724154,0.0096603297523222,non-violent_crime
MOTOR VEHICLE THEFT,AUTOMOBILE,False,False,2221,22.0,19.0,72.0,2021,41.725106688,-87.678545796,7,5,7,3,1,0,Morning,False,True,Outdoor_And_Public_Spaces,0.9,5.1,8.0,3.7,40.5,39523,12.0,20027.0,6297.8,0.0351326935179316,0.0106269987186042,0.0013581661820132,0.001093448090768,0.0075031187458154,non-violent_crime
OTHER OFFENSE,TELEPHONE THREAT,False,True,1121,11.0,27.0,23.0,2022,41.895877613,-87.706566627,19,5,9,4,1,0,Night,False,True,Other_Unclassified,14.8,33.9,17.3,35.4,38.0,13781,85.0,54165.0,15045.83,0.0223213929550419,0.0011162414785377,0.0059786754987855,0.0020537988571334,0.0011653238674366,non-violent_crime
THEFT,$500 AND UNDER,False,False,631,6.0,6.0,44.0,2024,41.746719054,-87.608745147,15,0,3,2,0,0,Noon,False,True,Residential_Areas,3.3,27.8,24.0,14.5,40.3,18881,60.0,31710.0,10749.15,0.0199384103641996,0.0066300288611226,0.0033142764782804,0.0028798336346348,0.0075493813942496,non-violent_crime
OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,False,False,215,2.0,3.0,38.0,2019,41.809317145,-87.620724225,15,1,10,4,0,0,Noon,True,False,Commercial_Areas,3.3,29.3,24.3,15.9,39.5,23472,57.0,24589.0,14131.61,0.0123728279881784,0.0044457633249271,0.0037894407199855,0.0055965213983161,0.0027240298176844,non-violent_crime
THEFT,OVER $500,False,False,1924,19.0,44.0,6.0,2023,41.94269462,-87.650355591,21,0,12,1,0,0,Night,False,True,Residential_Areas,1.1,11.4,4.7,2.6,17.0,60058,5.0,103050.0,33028.85,0.0048458495785208,0.0032814658360254,0.0058554295198058,0.0270168108927035,0.0050291043610575,non-violent_crime
OTHER OFFENSE,TELEPHONE THREAT,False,True,1214,12.0,27.0,24.0,2019,41.893285756,-87.656538409,0,3,11,4,0,0,Early Morning,True,False,Residential_Areas,2.3,14.7,6.6,12.9,21.7,43198,10.0,87781.0,19166.16,0.0165226364566816,0.005139331069718,0.002843173737619,0.013041434121142,0.0097764857289516,non-violent_crime
CRIMINAL DAMAGE,TO VEHICLE,False,False,2413,24.0,50.0,2.0,2020,41.993237669,-87.709217338,1,6,10,4,1,0,Early Morning,False,True,Outdoor_And_Public_Spaces,7.8,17.2,8.8,20.8,38.5,23040,46.0,77122.0,21847.59,0.0213409276632257,0.0009738633588247,0.0088118967578415,0.0123575756715325,0.0160454393232297,non-violent_crime
BURGLARY,FORCIBLE ENTRY,False,False,833,8.0,13.0,65.0,2019,41.772376579,-87.716583315,13,5,7,3,1,0,Noon,False,True,Residential_Areas,5.8,14.9,9.6,33.6,39.6,16907,56.0,33662.0,11410.85,0.0101632072126947,0.0053459806193777,0.0063339620497367,0.0031536575792567,0.0095880378036376,non-violent_crime
THEFT,OVER $500,False,False,2523,25.0,31.0,21.0,2022,41.938550491,-87.729631362,9,2,8,3,0,0,Morning,False,True,Transportation_And_Vehicles,6.0,15.3,9.2,24.7,31.0,20039,42.0,36257.0,18311.62,0.0275447234853849,0.0051431124623317,0.0040436691304368,0.0071694994216638,0.0183155916143488,non-violent_crime
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,False,False,321,3.0,5.0,42.0,2022,41.774358509,-87.59606123,17,6,6,3,1,0,Evening,False,True,Residential_Areas,2.9,30.7,23.4,16.5,36.1,18672,58.0,24425.0,11799.52,0.0125171060459626,0.0006181836297545,0.0019564823450315,0.0054294289778439,0.012547618573958,non-violent_crime
THEFT,$500 AND UNDER,False,False,1032,10.0,22.0,30.0,2023,41.842057066,-87.717169738,12,1,2,1,0,0,Noon,False,True,Commercial_Areas,15.2,30.7,15.8,54.8,33.8,10402,96.0,71399.0,15555.34,0.0170642241326278,0.0058835541785629,0.0016393341223437,0.0053282957756621,0.0074699784242806,non-violent_crime
THEFT,OVER $500,False,True,725,7.0,17.0,67.0,2023,41.769987159,-87.659100723,1,2,7,3,0,0,Early Morning,False,True,Outdoor_And_Public_Spaces,4.8,34.4,35.9,26.3,40.7,11317,89.0,29647.0,9411.75,0.0098084117901568,0.0029931309902163,0.0049640507907813,0.0003453283090848,0.0131717280341755,non-violent_crime
BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",False,True,2233,22.0,21.0,49.0,2024,41.68622625,-87.638555211,16,6,1,1,1,0,Evening,False,True,Residential_Areas,2.5,19.8,20.3,16.9,41.2,17949,52.0,38816.0,8053.11,0.0304144823605969,0.0097110545030079,0.0038314465138042,0.0024592892095281,0.0095131232460332,violent_crime
ASSAULT,AGGRAVATED - HANDGUN,True,True,433,4.0,10.0,55.0,2024,41.651431329,-87.527258234,18,2,1,1,0,0,Evening,True,False,Residential_Areas,3.3,17.1,9.6,19.2,42.9,22677,44.0,10027.0,1913.55,0.0698636708820121,0.0099653396824956,0.0175989856599903,0.0157842200410167,0.0229444665000868,violent_crime
CRIMINAL TRESPASS,TO LAND,True,False,2431,24.0,49.0,1.0,2019,42.007891717,-87.666764317,9,2,8,3,0,0,Morning,False,True,Commercial_Areas,7.7,23.6,8.7,18.2,27.5,23939,39.0,55628.0,30232.61,0.0093199565711921,0.0028455047483896,0.0036445809969339,0.0256003527825781,0.006630626325219,non-violent_crime
THEFT,OVER $500,False,False,2432,24.0,49.0,1.0,2021,42.000894402,-87.666826317,16,0,10,4,0,0,Evening,False,True,Outdoor_And_Public_Spaces,7.7,23.6,8.7,18.2,27.5,23939,39.0,55628.0,30232.61,0.0046379678393463,0.003022153191947,0.00293896138722,0.0187248301232276,0.0087837075766623,non-violent_crime
BATTERY,SIMPLE,False,False,1433,14.0,1.0,24.0,2023,41.907253105,-87.670038497,16,5,8,3,1,0,Evening,True,False,Outdoor_And_Public_Spaces,2.3,14.7,6.6,12.9,21.7,43198,10.0,87781.0,19166.16,0.0269861709241583,0.0006047542232328,0.0052504453467381,0.0172787938730579,0.0114397470220185,violent_crime
THEFT,$500 AND UNDER,False,False,1113,11.0,28.0,25.0,2023,41.883146447,-87.743758955,22,2,3,2,0,0,Night,False,True,Outdoor_And_Public_Spaces,6.3,28.6,22.6,24.4,37.9,15957,73.0,96557.0,13504.48,0.024632117104229,0.0070504431973048,0.0045504484692315,0.000494484157232,0.0127003730248799,non-violent_crime
NARCOTICS,POSSESS - HEROIN (WHITE),True,False,825,8.0,16.0,66.0,2021,41.779127548,-87.692515191,14,4,3,2,0,0,Noon,True,False,Outdoor_And_Public_Spaces,7.6,27.9,17.1,31.2,40.6,13231,80.0,55931.0,15844.48,0.0163492314971688,0.0065358750926152,0.0017945176689847,0.0007935115135702,0.0112206797326954,non-violent_crime
DECEPTIVE PRACTICE,COUNTERFEIT CHECK,False,False,1215,12.0,1.0,24.0,2021,41.896045119,-87.668997488,0,6,8,3,1,0,Early Morning,False,True,Residential_Areas,2.3,14.7,6.6,12.9,21.7,43198,10.0,87781.0,19166.16,0.0266359518785215,0.0041511812170609,0.0033082543090141,0.0166405490122354,0.000711197196707,non-violent_crime
CRIMINAL DAMAGE,TO VEHICLE,False,False,1621,16.0,39.0,12.0,2022,41.974169276,-87.747965747,8,0,8,3,0,0,Morning,False,True,Outdoor_And_Public_Spaces,1.1,7.5,6.8,4.9,40.5,44164,11.0,19596.0,6123.75,0.0181832469591405,0.0054699225544091,0.0088367960926921,0.0071866657185615,0.0116216531770184,non-violent_crime
DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,False,False,112,1.0,34.0,32.0,2024,41.881722193,-87.624356274,13,6,7,3,1,0,Noon,False,True,Commercial_Areas,1.5,14.7,5.7,3.1,13.5,65526,3.0,42298.0,25635.15,0.0235415236607244,0.0048536385625797,0.0080553121990287,0.0039412178834373,0.0059543860672716,non-violent_crime
CRIMINAL DAMAGE,TO PROPERTY,True,True,1132,11.0,28.0,26.0,2020,41.876100074,-87.731754295,0,6,5,2,1,0,Early Morning,False,True,Residential_Areas,9.4,41.7,25.8,24.5,43.6,10934,92.0,17433.0,13619.53,0.0263865621117575,0.0073291991061371,0.0018311362089668,0.0003262719028999,0.0070671193310996,non-violent_crime
NARCOTICS,POSS: HEROIN(WHITE),True,False,713,7.0,16.0,67.0,2019,41.79005429,-87.655982593,10,5,12,1,1,0,Morning,True,False,Outdoor_And_Public_Spaces,4.8,34.4,35.9,26.3,40.7,11317,89.0,29647.0,9411.75,0.0115189896154523,0.0014529327480313,0.0015249953776025,0.0002028748071338,0.00481032238236,non-violent_crime
BURGLARY,FORCIBLE ENTRY,True,False,714,7.0,15.0,67.0,2023,41.785975555,-87.670443045,9,0,1,1,0,1,Morning,True,False,Residential_Areas,4.8,34.4,35.9,26.3,40.7,11317,89.0,29647.0,9411.75,0.0114701412424082,0.0019755890828442,0.0041283083734447,0.0001945365421997,0.0069886805128914,non-violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,2424,24.0,49.0,1.0,2022,42.011370897,-87.676685078,23,6,3,2,1,0,Night,False,True,Residential_Areas,7.7,23.6,8.7,18.2,27.5,23939,39.0,55628.0,30232.61,0.0127855456431429,0.0033832341442181,0.0051088952175454,0.0276638810274656,0.0056651377194105,violent_crime
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,False,False,1812,18.0,43.0,7.0,2021,41.918892558,-87.643687052,16,2,8,3,0,0,Evening,True,False,Residential_Areas,0.8,12.3,5.1,3.6,21.5,71551,2.0,70492.0,22307.59,0.0156544909617771,0.0015100999964084,0.0023614563315967,0.0099064160585004,0.0157821915245943,non-violent_crime
NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,True,False,313,3.0,20.0,42.0,2019,41.781108548,-87.613223471,20,6,6,3,1,0,Night,False,True,Outdoor_And_Public_Spaces,2.9,30.7,23.4,16.5,36.1,18672,58.0,24425.0,11799.52,0.016471745632696,0.005293025951774,0.0041634439367259,0.0045457565883003,0.0061568241866678,non-violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,False,True,923,9.0,14.0,63.0,2020,41.802240183,-87.694034418,13,6,7,3,1,0,Noon,False,True,Residential_Areas,15.8,23.4,18.2,51.5,38.8,12171,93.0,39540.0,17972.73,0.0275792104153791,0.0110523553339743,0.0066220714644152,0.0027680722782925,0.008665460602954,violent_crime
NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,True,False,1233,12.0,28.0,28.0,2019,41.863127974,-87.661463799,18,0,3,2,0,0,Evening,True,False,Outdoor_And_Public_Spaces,3.8,20.6,10.7,9.6,22.2,44689,15.0,67881.0,11929.88,0.0044938385501532,0.0019101274306572,0.0043195843256725,0.0064476435168811,0.0055348823513307,non-violent_crime
BATTERY,AGGRAVATED OF A SENIOR CITIZEN,False,True,631,6.0,8.0,44.0,2021,41.746753867,-87.603838023,1,5,8,3,1,0,Early Morning,False,True,Residential_Areas,3.3,27.8,24.0,14.5,40.3,18881,60.0,31710.0,10749.15,0.0197694894094179,0.007402710257145,0.0069096147888009,0.0013867774981625,0.0119028245512062,violent_crime
BATTERY,DOMESTIC BATTERY SIMPLE,True,True,1823,18.0,27.0,8.0,2024,41.899338285,-87.642046207,22,3,7,3,0,1,Night,False,True,Residential_Areas,1.9,12.9,7.0,2.5,22.6,88669,1.0,105481.0,38496.72,0.0041160319876918,0.0025197637543065,0.0029073010068703,0.0121847690660952,0.007118538817768,violent_crime
OFFENSE INVOLVING CHILDREN,CHILD ABANDONMENT,False,True,832,8.0,16.0,66.0,2019,41.772006416,-87.679421757,16,1,8,3,0,0,Evening,False,True,Residential_Areas,7.6,27.9,17.1,31.2,40.6,13231,80.0,55931.0,15844.48,0.0200419308369801,0.0044952721113515,0.0048115727100425,0.0002415025341623,0.013178687911995,non-violent_crime
CRIMINAL DAMAGE,TO VEHICLE,False,False,513,5.0,9.0,50.0,2021,41.699634246,-87.607347854,3,3,9,4,0,0,Early Morning,False,True,Outdoor_And_Public_Spaces,1.5,21.6,22.8,13.1,38.6,20588,51.0,6820.0,3216.98,0.0074724305524541,0.0055860216901856,0.0031159103021064,0.000809010907759,0.0076440550905276,non-violent_crime
THEFT,$500 AND UNDER,False,False,624,6.0,8.0,44.0,2021,41.750671255,-87.602741902,22,5,3,2,1,0,Night,False,True,Residential_Areas,3.3,27.8,24.0,14.5,40.3,18881,60.0,31710.0,10749.15,0.0160437489020173,0.0034003898730956,0.0032408387304752,0.0016790484057787,0.0119343097722068,non-violent_crime
THEFT,FROM BUILDING,False,False,133,1.0,3.0,35.0,2021,41.839464759,-87.623233908,13,3,7,3,0,0,Noon,False,True,Residential_Areas,1.8,29.6,18.2,14.3,30.7,23791,47.0,20291.0,12297.58,0.0087645559966374,0.0017313929888775,0.0056075614593739,0.016333333316762,0.0096277623025866,non-violent_crime
DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,False,False,634,6.0,9.0,49.0,2018,41.724579383,-87.619053147,12,6,12,1,1,0,Noon,False,True,Residential_Areas,2.5,19.8,20.3,16.9,41.2,17949,52.0,38816.0,8053.11,0.0350204150388193,0.0041829981248683,0.0046837038441845,0.0014405044098152,0.0222605528064803,non-violent_crime
DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,False,False,725,7.0,16.0,67.0,2018,41.778883826,-87.664206366,14,1,10,4,0,0,Noon,False,True,Transportation_And_Vehicles,4.8,34.4,35.9,26.3,40.7,11317,89.0,29647.0,9411.75,0.0034025187866485,0.0061078794388343,0.0049431720214021,0.0013940937808274,0.0042457895604075,non-violent_crime
BATTERY,AGGRAVATED - HANDGUN,False,False,114,1.0,4.0,32.0,2020,41.869047845,-87.624125523,22,1,7,3,0,0,Night,False,True,Outdoor_And_Public_Spaces,1.5,14.7,5.7,3.1,13.5,65526,3.0,42298.0,25635.15,0.0111533918317928,0.0015771895655952,0.0050284001957923,0.0109368842779975,0.0086341661278344,violent_crime
THEFT,RETAIL THEFT,False,False,423,4.0,10.0,46.0,2024,41.729170867,-87.551235346,13,6,6,3,1,0,Noon,False,True,Commercial_Areas,4.7,29.8,19.7,26.6,41.1,16579,75.0,27300.0,8173.65,0.0272748224073753,0.0049980855915991,0.0029714653774295,0.0029520411283566,0.0018831203761651,non-violent_crime
WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,False,False,824,8.0,14.0,63.0,2018,41.787538869,-87.700945755,1,5,8,3,1,0,Early Morning,False,True,Outdoor_And_Public_Spaces,15.8,23.4,18.2,51.5,38.8,12171,93.0,39540.0,17972.73,0.0116544827025157,0.0109169689266083,0.0071963347484408,0.0026947611259106,0.006066656279446,violent_crime
ROBBERY,ARMED - HANDGUN,False,False,113,1.0,4.0,32.0,2024,41.87766908,-87.629284766,20,5,7,3,1,0,Night,True,False,Transportation_And_Vehicles,1.5,14.7,5.7,3.1,13.5,65526,3.0,42298.0,25635.15,0.0193926276933044,0.0044282430100781,0.003592133879964,0.0024633477250358,0.0016923533437473,violent_crime
THEFT,ATTEMPT THEFT,False,False,1212,12.0,2.0,24.0,2021,41.899564734,-87.676413943,11,3,4,2,0,0,Morning,False,True,Unknown,2.3,14.7,6.6,12.9,21.7,43198,10.0,87781.0,19166.16,0.0301081875167928,0.002812264199215,0.0042862511933658,0.0160364375048261,0.0088901480224883,non-violent_crime
ROBBERY,ARMED - HANDGUN,False,False,1031,10.0,22.0,30.0,2022,41.83698267,-87.718660579,2,0,11,4,0,0,Early Morning,True,False,Outdoor_And_Public_Spaces,15.2,30.7,15.8,54.8,33.8,10402,96.0,71399.0,15555.34,0.0222219102690801,0.0082692378738729,0.0001182567358835,0.0071366282907697,0.0078609418881853,violent_crime
